Logistic Regression Classifier
training step, window size, accuracy, recall
20900, 1889, 0.99655, 0.7380952380952381
21000, 1989, 0.9965671641791045, 0.7380952380952381
21100, 1774, 0.9965841584158416, 0.7380952380952381
21200, 1874, 0.9966009852216748, 0.7380952380952381
21300, 1974, 0.9966176470588235, 0.7380952380952381
21400, 1759, 0.9966341463414634, 0.7380952380952381
21500, 1859, 0.9966019417475728, 0.7380952380952381
21600, 1959, 0.9966183574879227, 0.7380952380952381
21700, 1744, 0.9966346153846154, 0.7380952380952381
21800, 1844, 0.9966507177033492, 0.7380952380952381
21900, 1944, 0.9966666666666667, 0.7380952380952381
22000, 1730, 0.9966824644549763, 0.7380952380952381
22100, 1830, 0.9966981132075472, 0.7380952380952381
22200, 1930, 0.9966666666666667, 0.7380952380952381
22300, 1716, 0.9966822429906542, 0.7380952380952381
22400, 1816, 0.9966976744186047, 0.7380952380952381
22500, 1916, 0.996712962962963, 0.7380952380952381
22600, 1702, 0.9967281105990783, 0.7380952380952381
22700, 1802, 0.9967431192660551, 0.7380952380952381
22800, 1902, 0.9967579908675799, 0.7380952380952381
22900, 1688, 0.9967727272727273, 0.7380952380952381
23000, 1788, 0.996787330316742, 0.7380952380952381
23100, 1888, 0.9968018018018018, 0.7380952380952381
23200, 1988, 0.9968161434977578, 0.7380952380952381
23300, 1774, 0.9968303571428572, 0.7411764705882353
23400, 1874, 0.9968444444444444, 0.7441860465116279
23500, 1974, 0.996858407079646, 0.7441860465116279
23600, 1760, 0.9968722466960352, 0.7441860465116279
23700, 1860, 0.9968859649122807, 0.7441860465116279
23800, 1960, 0.9968995633187773, 0.7441860465116279
23900, 1746, 0.9969130434782608, 0.7441860465116279
24000, 1846, 0.9969264069264069, 0.7441860465116279
24100, 1946, 0.9969396551724138, 0.7441860465116279
24200, 1732, 0.9969527896995708, 0.7441860465116279
24300, 1832, 0.9969230769230769, 0.7441860465116279
24400, 1932, 0.9969361702127659, 0.7441860465116279
24500, 1718, 0.9969491525423729, 0.7441860465116279
24600, 1818, 0.9969198312236287, 0.7441860465116279
24700, 1918, 0.9969327731092437, 0.7441860465116279
24800, 1704, 0.9969456066945607, 0.7441860465116279
24900, 1804, 0.9969583333333333, 0.7441860465116279
25000, 1904, 0.9969709543568465, 0.7441860465116279
25100, 1692, 0.9969834710743801, 0.7441860465116279
25200, 1792, 0.9969958847736625, 0.7441860465116279
25300, 1892, 0.9970081967213115, 0.7441860465116279
25400, 1992, 0.9970204081632653, 0.7441860465116279
25500, 1780, 0.9970325203252033, 0.7441860465116279
25600, 1880, 0.9970445344129555, 0.7441860465116279
25700, 1980, 0.9970564516129032, 0.7441860465116279
25800, 1768, 0.9970682730923695, 0.7441860465116279
25900, 1868, 0.99708, 0.7441860465116279
26000, 1968, 0.9970916334661355, 0.7441860465116279
26100, 1756, 0.9971031746031747, 0.7441860465116279
26200, 1856, 0.9971146245059288, 0.7441860465116279
26300, 1956, 0.9971259842519685, 0.7441860465116279
26400, 1744, 0.9971372549019608, 0.7441860465116279
26500, 1844, 0.9971484375, 0.7441860465116279
26600, 1944, 0.99715953307393, 0.7441860465116279
26700, 1732, 0.997170542635659, 0.7441860465116279
26800, 1832, 0.9971428571428571, 0.7471264367816092
26900, 1932, 0.9971538461538462, 0.7471264367816092
27000, 1720, 0.9971647509578544, 0.7471264367816092
27100, 1820, 0.997175572519084, 0.7471264367816092
27200, 1920, 0.9971863117870723, 0.7471264367816092
27300, 1708, 0.9971590909090909, 0.7386363636363636
27400, 1808, 0.9971698113207547, 0.7386363636363636
27500, 1908, 0.9971804511278195, 0.7386363636363636
27600, 1696, 0.9971535580524344, 0.7415730337078652
27700, 1796, 0.9971641791044776, 0.7472527472527473
27800, 1896, 0.997174721189591, 0.7472527472527473
27900, 1996, 0.9971851851851852, 0.7472527472527473
28000, 1784, 0.9971217712177122, 0.7472527472527473
28100, 1884, 0.9970955882352941, 0.7472527472527473
28200, 1984, 0.9971062271062271, 0.7472527472527473
28300, 1772, 0.9971167883211679, 0.7472527472527473
28400, 1872, 0.9971272727272728, 0.7472527472527473
28500, 1972, 0.9971376811594203, 0.7472527472527473
28600, 1761, 0.9971480144404332, 0.7472527472527473
28700, 1861, 0.9971582733812949, 0.7472527472527473
28800, 1961, 0.997168458781362, 0.7472527472527473
28900, 1750, 0.9971428571428571, 0.7472527472527473
29000, 1850, 0.9971530249110321, 0.7472527472527473
29100, 1950, 0.9971631205673759, 0.7472527472527473
29200, 1741, 0.9971731448763251, 0.7472527472527473
29300, 1841, 0.9971830985915493, 0.7472527472527473
29400, 1941, 0.9971929824561403, 0.7472527472527473
29500, 1734, 0.9971678321678321, 0.7472527472527473
29600, 1834, 0.9971080139372822, 0.7391304347826086
29700, 1934, 0.9971180555555555, 0.7391304347826086
29800, 1727, 0.9971280276816609, 0.7391304347826086
29900, 1827, 0.9971379310344828, 0.7391304347826086
30000, 1927, 0.9971134020618557, 0.7391304347826086
30100, 1720, 0.9971232876712329, 0.7419354838709677
30200, 1820, 0.9971331058020478, 0.7419354838709677
30300, 1920, 0.9971428571428571, 0.75
30400, 1713, 0.9971525423728813, 0.7575757575757576
30500, 1813, 0.9971283783783784, 0.7575757575757576
30600, 1913, 0.9969360269360269, 0.7575757575757576
30700, 1706, 0.9969463087248323, 0.7575757575757576
30800, 1806, 0.9969565217391304, 0.7575757575757576
30900, 1906, 0.9969666666666667, 0.7575757575757576
31000, 1699, 0.9969767441860465, 0.76
31100, 1799, 0.9969867549668874, 0.76
31200, 1899, 0.996996699669967, 0.76
31300, 1999, 0.9970065789473684, 0.76
31400, 1793, 0.9969836065573771, 0.76
31500, 1893, 0.9969934640522876, 0.76
31600, 1993, 0.9970032573289902, 0.76
31700, 1788, 0.997012987012987, 0.76
31800, 1888, 0.9970226537216829, 0.76
31900, 1988, 0.9970322580645161, 0.76
32000, 1786, 0.9970418006430868, 0.76
32100, 1886, 0.997051282051282, 0.76
32200, 1986, 0.9970607028753994, 0.76
32300, 1787, 0.9970700636942675, 0.76
32400, 1887, 0.9970793650793651, 0.76
32500, 1987, 0.9970886075949367, 0.76
32600, 1789, 0.9970977917981072, 0.76
32700, 1889, 0.9971069182389937, 0.76
32800, 1989, 0.9971159874608151, 0.76
32900, 1791, 0.997125, 0.76
33000, 1891, 0.9971339563862929, 0.76
33100, 1991, 0.9971428571428571, 0.76
33200, 1793, 0.9971517027863777, 0.7623762376237624
33300, 1893, 0.9971604938271605, 0.7623762376237624
33400, 1993, 0.9971692307692308, 0.7623762376237624
33500, 1795, 0.9971472392638037, 0.7623762376237624
33600, 1895, 0.9971559633027522, 0.7623762376237624
33700, 1995, 0.9971646341463415, 0.7623762376237624
33800, 1797, 0.9971732522796353, 0.7623762376237624
33900, 1897, 0.9971818181818182, 0.7623762376237624
34000, 1997, 0.997190332326284, 0.7623762376237624
34100, 1799, 0.9971987951807229, 0.7623762376237624
34200, 1899, 0.9972072072072072, 0.7623762376237624
34300, 1999, 0.9972155688622755, 0.7623762376237624
34400, 1801, 0.9972238805970149, 0.7623762376237624
34500, 1901, 0.997202380952381, 0.7623762376237624
34600, 1703, 0.9972106824925816, 0.7623762376237624
34700, 1803, 0.9972189349112426, 0.7623762376237624
34800, 1903, 0.997197640117994, 0.7623762376237624
34900, 1706, 0.9972058823529412, 0.7623762376237624
35000, 1806, 0.9972140762463343, 0.7623762376237624
35100, 1906, 0.9972222222222222, 0.7623762376237624
35200, 1709, 0.9972303206997084, 0.7623762376237624
35300, 1809, 0.9972383720930232, 0.7623762376237624
35400, 1909, 0.9972463768115942, 0.7623762376237624
35500, 1712, 0.9972254335260116, 0.7623762376237624
35600, 1812, 0.9972334293948126, 0.7623762376237624
35700, 1912, 0.9972413793103448, 0.7623762376237624
35800, 1715, 0.9972492836676218, 0.7623762376237624
35900, 1815, 0.9972571428571428, 0.7623762376237624
36000, 1915, 0.9972649572649572, 0.7623762376237624
36100, 1718, 0.9972727272727273, 0.7623762376237624
36200, 1818, 0.9972804532577904, 0.7623762376237624
36300, 1918, 0.9972881355932204, 0.7623762376237624
36400, 1721, 0.9972957746478873, 0.7623762376237624
36500, 1821, 0.9973033707865169, 0.7623762376237624
36600, 1921, 0.9973109243697479, 0.7623762376237624
36700, 1724, 0.9972905027932961, 0.7623762376237624
36800, 1824, 0.9972980501392757, 0.7623762376237624
36900, 1924, 0.9972777777777778, 0.7623762376237624
37000, 1727, 0.9972576177285318, 0.7623762376237624
37100, 1827, 0.9972651933701657, 0.7623762376237624
37200, 1927, 0.9972727272727273, 0.7623762376237624
37300, 1730, 0.9972802197802197, 0.7623762376237624
37400, 1830, 0.9972876712328768, 0.7623762376237624
37500, 1930, 0.9972950819672131, 0.7623762376237624
37600, 1733, 0.9973024523160763, 0.7623762376237624
37700, 1833, 0.9973097826086956, 0.7623762376237624
37800, 1933, 0.997289972899729, 0.7623762376237624
37900, 1736, 0.9972972972972973, 0.7623762376237624
38000, 1836, 0.9973045822102425, 0.7623762376237624
38100, 1936, 0.9973118279569892, 0.7623762376237624
38200, 1739, 0.9972922252010724, 0.7623762376237624
38300, 1839, 0.9972994652406417, 0.7623762376237624
38400, 1939, 0.9973066666666667, 0.7623762376237624
38500, 1742, 0.997313829787234, 0.7623762376237624
38600, 1842, 0.9973209549071618, 0.7623762376237624
38700, 1942, 0.9973280423280423, 0.7623762376237624
38800, 1745, 0.997335092348285, 0.7623762376237624
38900, 1845, 0.9973421052631579, 0.7623762376237624
39000, 1945, 0.9973490813648294, 0.7623762376237624
39100, 1748, 0.9973298429319372, 0.7549019607843137
39200, 1848, 0.9973107049608355, 0.7549019607843137
39300, 1948, 0.9973177083333333, 0.7549019607843137
39400, 1751, 0.9973246753246753, 0.7549019607843137
39500, 1851, 0.9973316062176166, 0.7549019607843137
39600, 1951, 0.9973385012919896, 0.7549019607843137
39700, 1754, 0.997319587628866, 0.7549019607843137
39800, 1854, 0.9973264781491002, 0.7549019607843137
39900, 1954, 0.9973333333333333, 0.7549019607843137
40000, 1757, 0.9972890025575447, 0.7475728155339806
40100, 1857, 0.997295918367347, 0.7475728155339806
40200, 1957, 0.9973027989821883, 0.7475728155339806
40300, 1760, 0.9972842639593908, 0.7475728155339806
40400, 1860, 0.9972911392405063, 0.7475728155339806
40500, 1960, 0.9972979797979798, 0.75
40600, 1763, 0.9973047858942066, 0.75
40700, 1863, 0.9973115577889448, 0.75
40800, 1963, 0.9973182957393484, 0.75
40900, 1767, 0.997325, 0.75
41000, 1867, 0.9973316708229426, 0.75
41100, 1967, 0.9973383084577114, 0.75
41200, 1771, 0.9973449131513648, 0.75
41300, 1871, 0.9973267326732673, 0.7523809523809524
41400, 1971, 0.9973333333333333, 0.7523809523809524
41500, 1775, 0.9973152709359606, 0.7547169811320755
41600, 1875, 0.9973218673218673, 0.7547169811320755
41700, 1975, 0.9973039215686275, 0.7547169811320755
41800, 1780, 0.9973105134474327, 0.7547169811320755
41900, 1880, 0.9973170731707317, 0.7570093457943925
42000, 1980, 0.997323600973236, 0.7614678899082569
42100, 1785, 0.9973300970873786, 0.7614678899082569
42200, 1885, 0.9973365617433414, 0.7614678899082569
42300, 1985, 0.9973188405797101, 0.7614678899082569
42400, 1791, 0.9973253012048193, 0.7636363636363637
42500, 1891, 0.9973317307692308, 0.7699115044247787
42600, 1991, 0.9973381294964029, 0.7777777777777778
42700, 1797, 0.9973444976076555, 0.7868852459016393
42800, 1897, 0.9973508353221957, 0.7903225806451613
42900, 1997, 0.9973333333333333, 0.7952755905511811
43000, 1804, 0.9973396674584323, 0.796875
43100, 1904, 0.9973459715639811, 0.7984496124031008
43200, 1712, 0.9973286052009456, 0.8
43300, 1812, 0.9973349056603774, 0.8
43400, 1912, 0.9972941176470588, 0.8015267175572519
43500, 1721, 0.9973004694835681, 0.8015267175572519
43600, 1821, 0.9973067915690866, 0.8045112781954887
43700, 1921, 0.9973130841121496, 0.8059701492537313
43800, 1732, 0.9973193473193473, 0.8059701492537313
43900, 1832, 0.9973255813953489, 0.8059701492537313
44000, 1932, 0.9973317865429234, 0.8088235294117647
44100, 1746, 0.997337962962963, 0.8088235294117647
44200, 1846, 0.9973441108545035, 0.8115942028985508
44300, 1946, 0.9973502304147466, 0.8115942028985508
44400, 1770, 0.9973563218390804, 0.8115942028985508
44500, 1870, 0.9973394495412844, 0.8129496402877698
44600, 1970, 0.9973455377574371, 0.8129496402877698
44700, 1800, 0.9973515981735159, 0.8129496402877698
44800, 1900, 0.9973576309794988, 0.8129496402877698
44900, 1732, 0.9973636363636363, 0.8129496402877698
45000, 1832, 0.9973696145124716, 0.8129496402877698
45100, 1932, 0.9973529411764706, 0.8129496402877698
45200, 1766, 0.9973363431151242, 0.8142857142857143
45300, 1866, 0.9973423423423423, 0.8142857142857143
45400, 1966, 0.9973258426966292, 0.8142857142857143
45500, 1802, 0.9973318385650224, 0.8142857142857143
45600, 1902, 0.997337807606264, 0.8142857142857143
45700, 1740, 0.9973214285714286, 0.8156028368794326
45800, 1840, 0.9973273942093541, 0.8156028368794326
45900, 1940, 0.9973333333333333, 0.8156028368794326
46000, 1780, 0.9973392461197339, 0.8156028368794326
46100, 1880, 0.9973451327433628, 0.8156028368794326
46200, 1980, 0.9973509933774835, 0.8156028368794326
46300, 1821, 0.9973348017621145, 0.8156028368794326
46400, 1921, 0.9973406593406593, 0.8156028368794326
46500, 1762, 0.9973464912280702, 0.8156028368794326
46600, 1862, 0.9973522975929978, 0.8156028368794326
46700, 1962, 0.9973362445414847, 0.8156028368794326
46800, 1804, 0.9973202614379085, 0.8156028368794326
46900, 1904, 0.9973260869565217, 0.8194444444444444
47000, 1746, 0.9973318872017354, 0.8194444444444444
47100, 1846, 0.9973160173160173, 0.8194444444444444
47200, 1946, 0.9973002159827213, 0.8194444444444444
47300, 1789, 0.9973060344827587, 0.8194444444444444
47400, 1889, 0.9972903225806452, 0.8194444444444444
47500, 1989, 0.9972961373390558, 0.8194444444444444
47600, 1832, 0.9973019271948608, 0.8194444444444444
47700, 1932, 0.9972863247863248, 0.8194444444444444
47800, 1775, 0.9972921108742004, 0.8206896551724138
47900, 1875, 0.9972978723404256, 0.8206896551724138
48000, 1975, 0.9973036093418259, 0.821917808219178
48100, 1818, 0.9973093220338983, 0.821917808219178
48200, 1918, 0.9973150105708245, 0.821917808219178
48300, 1761, 0.9973206751054853, 0.821917808219178
48400, 1861, 0.9973263157894737, 0.821917808219178
48500, 1961, 0.9973319327731093, 0.821917808219178
48600, 1807, 0.9973375262054507, 0.821917808219178
48700, 1907, 0.9973430962343096, 0.821917808219178
48800, 1753, 0.9973277661795407, 0.821917808219178
48900, 1853, 0.9973333333333333, 0.821917808219178
49000, 1953, 0.9973388773388774, 0.821917808219178
49100, 1799, 0.997344398340249, 0.821917808219178
49200, 1899, 0.9973291925465838, 0.821917808219178
49300, 1999, 0.9973347107438016, 0.821917808219178
49400, 1845, 0.997319587628866, 0.821917808219178
49500, 1945, 0.9973251028806585, 0.821917808219178
49600, 1792, 0.9973305954825462, 0.821917808219178
49700, 1892, 0.9973360655737705, 0.821917808219178
49800, 1992, 0.9973415132924336, 0.821917808219178
49900, 1840, 0.9973469387755102, 0.821917808219178
50000, 1940, 0.9973523421588595, 0.821917808219178
50100, 1788, 0.9973577235772357, 0.821917808219178
50200, 1888, 0.9973630831643002, 0.8231292517006803
50300, 1988, 0.9973684210526316, 0.8231292517006803
50400, 1836, 0.9973737373737374, 0.8231292517006803
50500, 1936, 0.9973588709677419, 0.8175675675675675
50600, 1784, 0.9973641851106639, 0.8175675675675675
50700, 1884, 0.9973493975903615, 0.8175675675675675
50800, 1984, 0.9973547094188376, 0.8175675675675675
50900, 1832, 0.99734, 0.8175675675675675
51000, 1932, 0.9973253493013972, 0.8175675675675675
51100, 1780, 0.9973306772908367, 0.8175675675675675
51200, 1880, 0.9973359840954275, 0.8175675675675675
51300, 1980, 0.9973412698412698, 0.8175675675675675
51400, 1828, 0.9973465346534653, 0.8175675675675675
51500, 1928, 0.9973517786561265, 0.8175675675675675
51600, 1776, 0.9973570019723866, 0.8175675675675675
51700, 1876, 0.9973622047244094, 0.8175675675675675
51800, 1976, 0.9973673870333988, 0.8175675675675675
51900, 1825, 0.9973725490196078, 0.8175675675675675
52000, 1925, 0.9973776908023483, 0.8175675675675675
52100, 1775, 0.9973828125, 0.8175675675675675
52200, 1875, 0.9973684210526316, 0.8175675675675675
52300, 1975, 0.9973540856031129, 0.8175675675675675
52400, 1825, 0.9973592233009708, 0.8187919463087249
52500, 1925, 0.99734496124031, 0.8145695364238411
52600, 1775, 0.9973500967117989, 0.8145695364238411
52700, 1875, 0.9973552123552124, 0.8145695364238411
52800, 1975, 0.9973603082851638, 0.8145695364238411
52900, 1825, 0.9973653846153846, 0.8145695364238411
53000, 1925, 0.9973704414587332, 0.8145695364238411
53100, 1775, 0.997375478927203, 0.8145695364238411
53200, 1875, 0.9973804971319312, 0.8145695364238411
53300, 1975, 0.9973854961832062, 0.8145695364238411
53400, 1825, 0.9973904761904762, 0.8145695364238411
53500, 1925, 0.9973954372623575, 0.8157894736842105
53600, 1775, 0.9974003795066414, 0.8157894736842105
53700, 1875, 0.9974053030303031, 0.8169934640522876
53800, 1975, 0.9974102079395085, 0.8169934640522876
53900, 1825, 0.9974150943396226, 0.8169934640522876
54000, 1925, 0.9974199623352166, 0.8169934640522876
54100, 1777, 0.9974248120300752, 0.8169934640522876
54200, 1877, 0.9974296435272045, 0.8169934640522876
54300, 1977, 0.9974344569288389, 0.8169934640522876
54400, 1830, 0.9974392523364486, 0.8169934640522876
54500, 1930, 0.9974440298507463, 0.8169934640522876
54600, 1783, 0.9974487895716946, 0.8169934640522876
54700, 1883, 0.997453531598513, 0.8169934640522876
54800, 1983, 0.9974582560296846, 0.8169934640522876
54900, 1836, 0.9974444444444445, 0.8169934640522876
55000, 1936, 0.997449168207024, 0.8169934640522876
55100, 1789, 0.9974354243542436, 0.8169934640522876
